"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"499",62725,"health","premium",4,5,23,9.5,798
"500",45240,"health","premium",3.5,9,NA,75.6,1012
"501",87859,"toys","premium",4.1,6,10,72.3,830
"502",174484,"health","premium",4.6,9,11,NA,2129
"503",104259,"toys","off_brand",4,12,14,46,1098
"504",68447,"other","premium",3.5,7,16,27.3,1035
"505",84837,"other","off_brand",4,14,13,26,1233
"506",129727,"health","premium",4.6,8,32,90,1240
"507",192787,"toys","off_brand",4.7,2,12,46.2,1176
"508",239306,"health","off_brand",4.4,6,30,61.2,2929
"509",210996,"toys","off_brand",4.3,9,18,70,3165
"510",188780,"health","off_brand",4,4,19,31,2897
"511",152858,"health","off_brand",3.8,3,17,NA,2345
"512",126329,"toys","off_brand",4.3,11,12,64.5,996
"513",151894,"food","premium",4.6,13,11,18.5,738
"514",155784,"health","off_brand",4.6,9,19,78.4,1016
"515",94091,"toys","off_brand",4,8,32,62.8,923
"516",190395,"health","off_brand",3.5,6,15,33.1,3533
"517",122895,"health","off_brand",3.1,3,1,51.4,2095
"518",194477,"health","premium",4.4,6,11,62.2,2627
"519",159019,"toys","off_brand",4.9,11,23,38.8,1661
"520",185261,"health","premium",4.8,1,NA,32.8,2419
"521",113712,"toys","premium",4.4,6,20,52.7,1152
"522",114760,"toys","off_brand",4.3,3,20,72,789
"523",100698,"other","off_brand",4.3,7,21,64.2,973
"524",133965,"health","off_brand",4.4,10,15,NA,1108
"525",110158,"health","off_brand",4.5,10,22,71.6,1076
"526",134166,"toys","off_brand",4.3,13,11,45.2,842
"527",141022,"food","off_brand",4.1,13,32,60.2,872
"528",212252,"toys","off_brand",4.8,8,18,85.8,2319
"529",143613,"health","premium",3.9,10,16,42.9,2310
"530",220110,"other","off_brand",4,9,21,32.2,2783
"531",153389,"health","off_brand",4.7,4,24,51.8,1156
"532",197338,"other","off_brand",4.3,14,21,47.2,2387
"533",100802,"toys","off_brand",4.2,4,12,81.5,1285
"534",84534,"toys","off_brand",3.7,5,23,52.5,1182
"535",134612,"toys","off_brand",2.8,7,19,31.8,2842
"536",192173,"health","off_brand",4.4,3,29,83.1,2049
"537",132041,"toys","off_brand",4.6,9,21,84.1,1009
"538",144496,"other","off_brand",3.7,1,17,65.2,2774
"539",184982,"other","off_brand",4.5,12,33,83.6,2855
"540",123992,"toys","premium",3.2,4,20,64.4,3081
"541",81989,"health","premium",3.8,9,6,22.5,925
"542",137053,"toys","off_brand",4.6,4,29,85.1,639
"543",137364,"other","off_brand",4.5,6,12,13.4,945
"544",130461,"toys","off_brand",3.9,17,29,69.8,1856
"545",269134,"health",NA,4.5,1,28,41.1,4246
"546",244089,"health","off_brand",3.9,2,26,39.4,3314
"547",97632,"other","premium",3.7,3,4,88.1,1420
"548",160080,"health","off_brand",4.7,13,18,62.7,504
"549",90151,"health","off_brand",3.7,3,21,68.7,1266
"550",153926,"health","off_brand",4.2,8,NA,82.1,1983
"551",169820,"health","premium",4.4,17,20,58.3,2463
"552",170442,"health","off_brand",4.3,13,22,39.4,2139
"553",116903,"toys","premium",4.6,4,19,NA,1236
"554",226702,"toys","off_brand",4.9,15,19,32.4,2662
"555",107253,"health","off_brand",4,1,29,56.1,1930
"556",64892,"other","off_brand",3.4,5,24,59,987
"557",193459,"health","off_brand",4.2,7,18,89.9,2567
"558",126481,"health","off_brand",4.3,7,NA,57.6,996
"559",118133,"food","off_brand",3.6,2,21,47.5,903
"560",158563,"other","premium",3.7,5,16,23.1,2645
"561",232484,"health","off_brand",3.8,146,11,69.2,3475
"562",118440,"health","off_brand",4.6,8,NA,52.3,757
"563",169363,"food","off_brand",4.6,5,12,50.6,1013
"564",108391,"toys","premium",3.7,8,25,38.2,2217
"565",202189,"toys","off_brand",4.9,3,22,87.4,2954
"566",150925,"health","off_brand",4.6,4,26,68,1014
"567",218013,"health","premium",4.4,18,17,21,3305
"568",209276,"food",NA,4.6,4,20,48.3,2928
"569",124429,"toys","off_brand",4.6,1,25,38.9,1600
"570",174985,"health","off_brand",4.9,16,8,51.9,1004
"571",197750,"toys","off_brand",4.7,3,22,53.1,2475
"572",106148,"toys","premium",3.9,2,10,52,2292
"573",128301,"toys","premium",4.1,5,20,55,1533
"574",115405,"toys","off_brand",4.2,8,21,67.6,925
"575",117285,"toys","off_brand",3.9,1,12,28.7,1615
"576",236865,"health","off_brand",4,16,19,74,2761
"577",96657,"health","premium",3.8,12,25,43.2,845
"578",60973,"toys","premium",3.6,2,25,104.5,2121
"579",251999,"toys","off_brand",4.7,4,16,66.5,3404
"580",115659,"toys","premium",4.6,13,26,37.5,774
"581",67648,"health","off_brand",3.5,12,33,42.3,852
"582",194573,"toys","premium",4.7,1,23,45.8,3108
"583",82830,"health","off_brand",4,8,18,72.7,1078
"584",161767,"toys","off_brand",4.4,8,23,73.1,2343
"585",271422,"health","premium",4.6,12,15,32.1,4565
"586",87872,"health","off_brand",4.2,3,24,57.2,933
"587",108842,"toys","premium",3.9,10,26,53.8,2489
"588",135113,"health","off_brand",4,16,30,55.2,1266
"589",89599,"health","off_brand",4.5,4,22,61.1,467
"590",158941,"food","premium",4.5,5,21,44.4,2029
"591",121560,"health","premium",4.3,11,15,74.3,992
"592",85026,"health","premium",4.1,2,21,20.5,959
"593",198436,"toys","off_brand",4.5,16,14,50.7,2829
"594",158826,"toys","off_brand",4.1,22,29,79.1,1220
"595",280625,"food","off_brand",4.8,11,15,50.5,3102
"596",102247,"food","off_brand",4,6,14,63.3,789
"597",114671,"health","premium",3.5,11,28,48.9,1717
"598",119285,"toys","premium",4.3,11,28,71.1,1483
"599",77556,"food","off_brand",3.5,2,30,55.3,914
"600",134008,"toys","premium",4.5,5,13,56.8,1206
"601",134408,"other","premium",3.8,6,18,47,2609
"602",169258,"health","premium",4.8,3,36,55.2,1988
"603",223400,"food","off_brand",4.6,12,21,55.2,1361
"604",216509,"health","premium",4.5,5,17,70.4,2832
"605",83329,"toys","off_brand",2.3,13,22,35,2135
"606",139951,"health","off_brand",3.8,3,19,71.4,1987
"607",256844,"food","premium",4.7,9,NA,48.5,2855
"608",225614,"food","off_brand",4.9,3,30,54.2,2884
"609",83364,"health","premium",3,4,13,42.9,2895
"610",172858,"toys","premium",4.4,12,31,31.6,2428
"611",179947,"toys","premium",4.7,1,16,34.9,2436
"612",167799,"health","off_brand",3.1,6,7,67,3396
"613",74599,"health","premium",4,4,NA,24.3,781
"614",127090,"other","premium",4.6,17,19,19.3,764
"615",154401,"toys","premium",3.8,8,19,23.1,2386
"616",115092,"toys","off_brand",4.3,2,19,63.7,956
"617",180718,"food","off_brand",3.8,4,35,39.6,3407
"618",187470,"toys","premium",4.2,19,18,60.5,2693
"619",189658,"health","off_brand",3.9,8,17,20.2,3177
"620",153233,"food","off_brand",4.2,4,24,27.6,1156
"621",203615,"other","premium",4.2,9,17,20.5,3059
"622",262355,"health","off_brand",4.7,16,17,72.3,2723
"623",146828,"food","off_brand",3.8,15,24,26.2,1460
"624",133159,"health","premium",3.5,7,23,40.1,2802
"625",105675,"other","off_brand",3.8,1,15,63.4,2041
"626",179037,"other","off_brand",3.5,10,4,37.8,3114
"627",144578,"health","off_brand",4.2,5,34,62.6,901
"628",92343,"health","off_brand",3.4,12,14,29.9,1199
"629",185243,"toys",NA,3.6,13,1,62.2,2892
"630",164141,"health","off_brand",4.8,17,19,36.5,901
"631",169102,"toys","off_brand",4.8,12,6,53.3,1880
"632",144480,"toys","off_brand",4.8,18,16,61.4,721
"633",104535,"other","off_brand",4.7,6,23,64.1,986
"634",119227,"toys","premium",3.4,14,21,14.1,2085
"635",127169,"toys",NA,4.2,206,16,43.2,2121
"636",158492,"toys","premium",4.4,8,21,71.3,2451
"637",109166,"food","premium",4.3,7,NA,NA,855
"638",55492,"other","off_brand",3.6,8,19,40.8,915
"639",120551,"food","off_brand",3.7,6,20,41.1,935
"640",224236,"health","premium",4.5,17,19,21.9,2777
"641",148306,"health","off_brand",4.5,1,25,26.4,2484
"642",134460,"toys","premium",4.2,2,32,NA,2757
"643",280179,"health","premium",4.6,12,20,57.3,4589
"644",233561,"health","off_brand",4.8,14,23,40,2490
"645",243280,"toys","premium",4.3,5,9,89,4168
"646",85135,"health",NA,4,12,10,11.5,1279
"647",153287,"toys","premium",4.6,11,9,88.4,930
"648",124614,"health","premium",4.4,2,1,34.8,950
"649",62211,"toys","premium",3.8,6,31,55.8,752
"650",57817,"toys","off_brand",3.6,10,10,46.3,893
"651",168739,"health","premium",4.5,2,16,40.1,2638
"652",132660,"health","off_brand",4.5,9,12,61.2,1144
"653",223386,"health","off_brand",4.1,14,21,NA,3290
"654",122058,"health","off_brand",3.9,7,21,60.3,1819
"655",100743,"health","premium",2.8,11,20,12.6,1775
"656",199771,"health","premium",4.5,1,27,NA,3717
"657",32343,"toys","off_brand",3,7,18,70,1063
"658",193021,"toys","off_brand",4.5,7,31,56.2,2369
"659",120707,"health","off_brand",2.5,2,16,49.9,1922
"660",108311,"toys","premium",4.2,7,28,34.2,682
"661",150340,"other","premium",4.2,8,27,49.5,2919
"662",108647,"toys","off_brand",2.8,13,21,102.6,2156
"663",153875,"health","premium",4.9,7,24,41.9,997
"664",150142,"food","premium",3.8,4,30,18.7,2306
"665",202796,"toys","premium",4.5,6,19,52.5,2629
"666",154338,"other","premium",4.2,9,10,38,2686
"667",153287,"health","off_brand",4.8,10,15,34.8,1176
"668",44614,"other","off_brand",3.2,12,32,46.4,691
"669",172688,"health","off_brand",4.4,9,16,51.9,949
"670",199303,"toys","off_brand",4.2,9,31,46,3122
"671",208533,"health","off_brand",4.8,11,14,29.9,2523
"672",175521,"toys","off_brand",4.9,4,28,80,2478
"673",149034,"other","off_brand",4.4,2,15,18.6,1642
"674",136731,"toys","premium",3.7,11,17,82.6,2783
"675",193035,"other","off_brand",4.5,14,24,32.1,2315
"676",143283,"toys","off_brand",2.9,11,24,39.3,2840
"677",121921,"health","off_brand",4.4,6,NA,24.2,2357
"678",50361,"health","premium",3.3,9,16,30.8,906
"679",76926,"other","off_brand",3.3,12,14,61.5,845
"680",128516,"food","off_brand",4.8,3,18,48.6,1132
"681",97474,"toys","premium",3,19,15,52.8,1212
"682",90096,"food","premium",4.2,3,33,28.1,1393
"683",184251,"toys","off_brand",4.4,3,12,72.8,2756
"684",183607,"health","premium",4.7,13,30,36.3,2720
"685",138778,"toys",NA,4,11,26,5,2013
"686",124921,"other","premium",4.5,7,11,51.2,1038
"687",118595,"health","off_brand",3,4,27,63.3,2196
"688",252383,"health","premium",4.7,8,20,29.4,4618
"689",92790,"health","off_brand",4.1,5,17,62.1,927
"690",201600,"health","off_brand",4.1,16,18,35,3496
"691",103076,"other","off_brand",4,12,17,91,1134
"692",191524,"toys","off_brand",4.7,9,37,42.5,2341
"693",188657,"toys","off_brand",4.4,4,10,57.8,2630
"694",154051,"health","off_brand",4.4,13,18,19.9,1021
"695",148770,"health","premium",3.7,2,20,7.3,2807
"696",121463,"health","off_brand",4.4,1,23,NA,1208
"697",189031,"health","off_brand",4.4,160,22,62,2548
"698",202097,"toys","off_brand",4,17,17,63.9,3023
"699",89176,"toys","premium",4.4,1,24,77.9,901
"700",92560,"toys","off_brand",4,6,28,51.9,1072
"701",190002,"toys","premium",4.7,8,20,45.7,2421
"702",182502,"toys","off_brand",4.5,6,18,50.5,2253
"703",259892,"other",NA,4.6,13,11,NA,3426
"704",202137,"health","off_brand",4.8,2,16,5.8,2633
"705",172129,"health","off_brand",4.5,7,23,66.6,2046
"706",132003,"food","off_brand",3.9,5,1,49.2,918
"707",70766,"toys","premium",3.5,5,28,31.2,1347
"708",201462,"food","off_brand",4.5,0,24,61,2241
"709",144421,"health","premium",4.6,2,25,48.3,2311
"710",226371,"health","off_brand",3.8,7,29,44.3,4356
"711",128281,"toys","premium",4.9,2,25,72.4,771
"712",246286,"food","off_brand",4.9,6,16,20.7,1776
"713",237274,"other","off_brand",4.3,7,12,13.2,4102
"714",192990,"other","off_brand",4.2,4,28,68.3,3485
"715",127692,"health","off_brand",4.3,11,30,49.8,1240
"716",189611,"health","off_brand",4.3,1,NA,53.2,3069
"717",223028,"toys","off_brand",4.7,28,22,48.7,2041
"718",194959,"toys","premium",4.8,7,20,57.4,3026
"719",159303,"health","premium",4.6,5,12,5,1151
"720",150614,"health","off_brand",4.5,8,30,42.3,1181
"721",170335,"other","premium",4.3,22,17,5,850
"722",185331,"toys","off_brand",4.8,212,25,57.3,2605
"723",186634,"food","premium",4.5,7,22,52.3,3118
"724",163773,"health","premium",4.3,4,10,5,2286
"725",123830,"toys",NA,4.1,1,21,31.8,2933
"726",199433,"toys","off_brand",4.4,6,24,80.3,3227
"727",250979,"health","off_brand",4.1,13,24,87.8,3297
"728",140906,"toys","premium",3.5,212,21,92.1,2734
"729",16161,"toys","premium",3,9,29,37.4,640
"730",224862,"toys","premium",4.8,17,29,38.5,2100
"731",281350,"food","premium",4.7,12,8,48.6,3106
"732",176058,"toys","premium",4.2,11,22,57.5,3067
"733",122003,"food","off_brand",3.7,7,7,90.9,1324
"734",165994,"other","off_brand",4.2,222,26,34.6,2237
"735",149094,"other","off_brand",2.6,17,8,5.9,2152
"736",139308,"health","premium",4.2,2,NA,20.8,2377
"737",230453,"other","off_brand",4.2,23,8,41.3,3096
"738",175867,"other","off_brand",4.7,3,10,55.6,1927
"739",156701,"toys","off_brand",4.3,8,15,63.8,1708
"740",89795,"food","off_brand",4.1,3,28,59.1,944
"741",138808,"toys","premium",4.6,8,11,48.6,1558
"742",238988,"health","off_brand",4.9,7,27,46.9,2524
"743",190495,"toys","premium",4.6,3,24,55,2762
"744",57535,"other","premium",1.9,10,12,5,815
"745",144431,"toys","off_brand",3.7,9,21,85.4,3028
"746",93478,"health","premium",3.8,5,8,52.1,947
"747",112920,"toys","off_brand",4.3,18,22,48.8,772
"748",156893,"other","off_brand",3.7,3,22,63,3732
"749",105398,"toys","premium",4.7,6,26,72.1,819
"750",155167,"toys","off_brand",4.4,8,10,81,1480
"751",110016,"toys","off_brand",3.6,6,15,94.7,2364
"752",85566,"health","premium",4.3,0,23,16.2,1080
"753",170157,"toys","off_brand",4.9,13,25,56.7,2248
"754",148884,"toys","off_brand",4.6,15,NA,56.6,691
"755",113168,"health","off_brand",4.8,4,15,77.6,873
"756",152966,"toys","premium",4.5,13,25,70.3,2014
"757",104508,"toys","off_brand",4.3,6,22,60.9,1025
"758",72130,"other","off_brand",3.9,3,NA,78.9,1331
"759",247696,"toys","off_brand",4.6,11,11,61.7,3417
"760",179732,"health","off_brand",3.6,8,8,54,3222
"761",67409,"other","off_brand",3.1,4,8,80.3,1007
"762",132346,"toys","premium",4.1,18,19,62.7,2083
"763",247789,"toys","premium",4.9,9,14,31.6,2446
"764",116482,"food",NA,3.2,2,26,44.6,2001
"765",212911,"food",NA,4.5,4,12,67.7,2943
"766",158429,"toys","premium",4.7,3,16,58.2,2498
"767",170943,"other","off_brand",4.6,2,23,32.3,1370
"768",152178,"toys","premium",4.2,2,21,48.6,2734
"769",164205,"toys",NA,3.2,2,16,55.1,3490
"770",212557,"health","off_brand",4.5,4,20,39.8,2928
"771",99686,"health","off_brand",4.6,12,11,39.4,977
"772",99441,"health","off_brand",3.4,1,19,51.9,1787
"773",137017,"food","off_brand",4.1,13,29,48.8,699
"774",127097,"toys","premium",4.1,6,12,56.5,2453
"775",169621,"other","off_brand",3.5,12,14,45.8,2712
"776",167868,"health","off_brand",4.7,7,21,48.9,986
"777",96556,"food","off_brand",3.8,7,NA,23.2,636
"778",199152,"toys","premium",4.5,6,20,38.8,2565
"779",192451,"health","premium",3.8,12,16,22.9,3738
"780",212908,"food",NA,4.7,2,27,69.6,2709
"781",136039,"toys","premium",4,4,16,62.9,2820
"782",120386,"toys","premium",4.5,21,36,78.3,889
"783",152464,"health","premium",3.2,2,28,16.3,2459
"784",209632,"health","premium",4.9,14,19,31.4,1939
"785",134760,"toys",NA,3.1,14,9,10.9,1361
"786",216677,"food","premium",4.3,17,18,72.3,2342
"787",147887,"toys","premium",4.7,16,27,60.4,1255
"788",154817,"health","premium",4,4,18,69.4,3391
"789",171221,"toys","off_brand",4.7,9,20,67.7,1849
"790",227302,"health","premium",4.7,24,30,42.3,1535
"791",111540,"other","off_brand",4.1,11,26,63.2,673
"792",92913,"health","off_brand",4.1,2,10,34.5,975
"793",175159,"health","off_brand",4.3,13,22,49.3,1531
"794",111751,"health","off_brand",4,5,7,39.2,891
"795",168452,"food","premium",3.5,2,33,23,2928
"796",160802,"toys",NA,4.8,5,21,NA,2248
"797",148190,"toys","off_brand",3.8,5,25,69.2,3554
"798",122158,"toys","off_brand",4.5,1,27,61,945
"799",252215,"health","off_brand",4.5,9,1,33.9,2758
"800",132658,"toys","premium",4.2,9,26,85.3,1008
"801",81141,"toys","off_brand",4.1,16,22,49.4,962
"802",155643,"health","off_brand",4.8,5,27,51,1751
"803",162960,"other","premium",4.5,8,23,60.6,2039
"804",74697,"toys","off_brand",3.4,10,NA,52.6,1458
"805",107281,"toys","premium",3.8,3,24,54.8,1994
"806",113584,"toys","off_brand",4.1,8,27,87.7,1672
"807",167997,"toys","premium",4.8,6,20,72.9,1772
"808",148498,"toys","off_brand",4.6,12,24,97.1,1704
"809",206407,"toys",NA,4.9,13,11,38.1,2557
"810",81635,"toys","premium",3.5,7,27,54.2,820
"811",197629,"health","off_brand",4.4,13,9,27.4,1391
"812",119544,"other","off_brand",4.2,4,14,42.3,1273
"813",221884,"health","off_brand",4.5,11,13,29.5,2732
"814",223868,"health",NA,4.8,10,18,50.5,2448
"815",175766,"toys","premium",4.6,14,16,71.5,1134
"816",93212,"other","premium",4.3,6,NA,42.4,703
"817",98169,"health","off_brand",4.2,2,27,68.1,1829
"818",176899,"food","premium",4.8,1,NA,27.3,2157
"819",128437,"health","premium",4.6,9,12,28.4,1070
"820",198352,"toys","premium",4.7,9,11,34.3,2751
"821",110415,"health","off_brand",3.7,12,28,34.5,867
"822",249646,"toys","premium",4.8,13,20,6.7,3587
"823",192091,"health","premium",4.4,8,17,62.1,2975
"824",57480,"toys","off_brand",3.7,5,12,64.4,903
"825",180088,"toys","off_brand",4.6,5,18,17.1,1484
"826",189508,"food","off_brand",4.6,10,15,58.9,1546
"827",125229,"health","off_brand",4.5,14,29,16,968
"828",77645,"health","premium",3.8,12,22,19.7,722
"829",120540,"health","off_brand",4,8,18,NA,884
"830",203945,"toys","off_brand",4.5,6,7,73.7,3479
"831",153263,"toys","off_brand",4.9,4,27,75.5,888
"832",126196,"health","premium",4.8,5,20,38.8,740
"833",106016,"toys",NA,3.5,5,19,76.8,2043
"834",76849,"toys","premium",4.7,178,22,53.2,614
"835",143533,"health","premium",4.2,0,24,36.1,2578
"836",134932,"toys","premium",4.6,6,17,60.1,1624
"837",178842,"food","premium",4.8,8,25,42.4,1062
"838",117184,"toys","off_brand",3.7,5,23,70.6,1071
"839",212851,"food","premium",4.3,10,13,27.2,2834
"840",75955,"health",NA,4.2,4,28,45.4,656
"841",56267,"toys","off_brand",3.9,5,12,69.7,1299
"842",210032,"other","premium",4.8,13,16,31.8,1133
"843",207130,"toys","off_brand",4.8,4,19,NA,2578
"844",107220,"toys","off_brand",4.5,8,25,98.3,716
"845",146774,"toys","off_brand",2.6,2,16,68.9,2808
"846",100541,"other","off_brand",3.8,8,15,59.4,1046
"847",116418,"health","off_brand",4.8,2,22,46.1,820
"848",198560,"toys","premium",4.4,5,23,56.9,3295
"849",117831,"other","premium",4.2,3,13,47.1,1173
"850",136023,"food","off_brand",4,13,13,43.3,1269
"851",166084,"health","off_brand",4.9,11,12,58.9,1021
"852",188198,"toys","premium",4.5,2,NA,60,3106
"853",96358,"other","off_brand",3.7,5,15,50.8,1269
"854",113420,"toys","off_brand",4.4,7,22,70.8,878
"855",228732,"toys","off_brand",4.7,15,6,48.6,3472
"856",139202,"health","premium",4.2,3,20,27.3,2462
"857",187329,"toys","premium",4.3,10,NA,59.2,3511
"858",137543,"other","premium",4.1,5,26,57.8,1842
"859",141436,"toys","off_brand",4.2,22,NA,49.7,906
"860",147542,"toys","off_brand",4.8,12,13,71.1,1014
"861",95812,"toys","off_brand",4.1,1,13,113.3,1001
"862",139611,"health","off_brand",4.5,4,36,38.8,1039
"863",156062,"toys","premium",4.2,7,18,29.3,3141
"864",98069,"toys","off_brand",2,8,25,90.7,1085
"865",199358,"health","off_brand",4,5,13,60.1,2978
"866",99375,"toys","off_brand",4.4,3,NA,53.5,746
"867",178060,"food","off_brand",4.6,5,21,65.5,786
"868",113440,"other","premium",4.1,7,24,16,2629
"869",112276,"toys","off_brand",3.3,4,17,56,2476
"870",165747,"other","off_brand",4.7,9,14,68.2,2111
"871",111159,"toys","premium",3.8,3,25,61.6,2218
"872",193683,"health","off_brand",4.7,12,NA,17.5,2122
"873",146562,"health","premium",4.2,9,14,11.7,1568
"874",94437,"toys","off_brand",3.6,14,14,54.7,755
"875",206803,"food","off_brand",4.4,8,28,115.6,2468
"876",156125,"toys","premium",4.8,5,18,84,2625
"877",132623,"toys","premium",3.4,16,15,64.7,1342
"878",166585,"toys","off_brand",4.7,8,20,38.3,1428
"879",85089,"toys","off_brand",2.8,1,11,42.3,2282
"880",187810,"health","off_brand",4.1,2,35,45.3,3220
"881",194710,"other","off_brand",4.6,223,21,62.6,2966
"882",128552,"toys","off_brand",3.8,1,19,51.6,2063
"883",178683,"toys","off_brand",3.6,6,25,63.5,2769
"884",111758,"other","premium",4.3,10,23,28.1,1053
"885",203190,"health","premium",3.9,4,2,28.6,3279
"886",144548,"toys","premium",4.9,7,25,35.3,1140
"887",125672,"health","off_brand",4.6,15,27,51.7,643
"888",173959,"health","premium",4.8,13,32,11.3,2098
"889",85114,"toys","premium",4.6,4,32,NA,1051
"890",147197,"toys","off_brand",4.1,2,23,43.6,2503
"891",178648,"toys","off_brand",4,3,10,84.6,4098
"892",84407,"toys","off_brand",4,10,25,48.9,960
"893",105834,"health","premium",4.2,12,19,26,961
"894",192833,"toys","off_brand",4.1,12,11,70.2,2747
"895",135331,"toys","off_brand",3.5,3,33,37.6,2841
"896",140335,"health","off_brand",3.3,18,NA,26.8,1895
"897",123499,"food","premium",3.7,3,18,19.9,2636
"898",156406,"food","premium",4.5,10,17,84.4,811
"899",143177,"other","off_brand",4.3,10,7,75.4,2051
"900",125312,"health","off_brand",3.8,5,29,40.1,2583
"901",110324,"health","off_brand",4.7,13,11,95.8,1043
"902",158814,"health","off_brand",3.4,3,16,31.7,2901
"903",87096,"food","off_brand",3.9,2,22,55.5,959
"904",121734,"toys","off_brand",2.3,10,20,38.4,2711
"905",188283,"health","off_brand",4.1,2,20,71.9,3397
"906",33553,"health","off_brand",4.3,2,29,14.3,962
"907",103371,"other","off_brand",3.6,4,24,55.7,1976
"908",134916,"food","premium",4.3,11,20,57.4,973
"909",167606,"toys","off_brand",3.3,4,25,61.1,4026
"910",74910,"other","premium",4,10,NA,28.2,641
"911",133881,"health","premium",4.5,11,21,29.9,930
"912",189776,"health","off_brand",3.2,11,21,49.2,2488
"913",95990,"toys","premium",2.9,14,20,41.9,1239
"914",82693,"health","off_brand",4.2,14,10,80.3,661
"915",163985,"health",NA,4,6,24,58.1,2217
"916",106025,"health","premium",4.2,1,17,66.7,1248
"917",187289,"health","premium",4.4,6,26,35.7,3230
"918",154164,"other","premium",4.4,6,24,30.3,1374
"919",197774,"health","off_brand",4,3,11,78.4,3358
"920",103168,"food","off_brand",4.4,0,16,62,1085
"921",110443,"other","premium",4.2,11,25,48,1081
"922",268451,"health","off_brand",4.1,22,15,31.3,4011
"923",220888,"health","off_brand",4.7,3,7,48.9,3201
"924",117064,"health","premium",4.4,14,26,57,886
"925",82640,"toys","off_brand",3.6,11,30,76.4,868
"926",220026,"health","off_brand",4.6,9,23,25.6,2513
"927",135459,"health","off_brand",4.7,6,20,38.5,960
"928",174152,"other","premium",4.2,15,34,5,2299
"929",126666,"toys","premium",4.4,2,24,64.8,2091
"930",157273,"toys","premium",3.9,2,NA,17.5,2380
"931",153004,"food","off_brand",4.5,4,30,63.5,865
"932",160825,"health","off_brand",4.4,13,16,61.5,1083
"933",183330,"food","off_brand",4.6,22,17,48.6,720
"934",72083,"toys","premium",3.5,7,21,62.7,943
"935",244223,"other","premium",4.4,2,16,69.7,3262
"936",171219,"toys","off_brand",3.9,6,17,66.4,2854
"937",243501,"toys","off_brand",4.5,13,18,79.5,3377
"938",171393,"health","off_brand",2.1,15,NA,59,3486
"939",60215,"health","premium",3.8,11,22,53,1049
"940",118035,"other","off_brand",4.7,3,26,70.2,805
"941",189390,"other","off_brand",4.5,10,25,45.3,2518
"942",213304,"health","premium",4.3,10,NA,57.1,3213
"943",143657,"toys","premium",4.6,8,12,78,1586
"944",111421,"toys","premium",4,4,14,80.7,779
"945",71326,"health","premium",4.1,9,24,61.6,845
"946",167410,"health","off_brand",4.8,16,27,27.8,1193
"947",170616,"food","premium",4.9,4,12,45.8,1370
"948",145016,"health","premium",4.3,10,15,25.7,1141
"949",186480,"toys",NA,4.5,2,24,50.1,2961
"950",190750,"toys","premium",4.4,4,NA,76.5,3378
"951",287366,"toys","off_brand",4.7,14,24,100.2,4014
"952",110175,"food","off_brand",4.6,5,23,62.4,756
"953",171948,"health","off_brand",4.1,14,42,27.8,3216
"954",89067,"toys","off_brand",3.5,2,17,67.3,1142
"955",192835,"toys","premium",4.4,2,9,68.4,2580
"956",190591,"toys","premium",3.1,6,10,51.1,2742
"957",184256,"health","off_brand",4.1,5,16,19.3,2617
"958",139840,"health","off_brand",4,2,13,53.3,2006
"959",148862,"toys","off_brand",4.8,6,20,80.5,831
"960",174896,"food","off_brand",4.3,5,11,37,1820
"961",109397,"toys","premium",4.8,2,13,38.4,1007
"962",111330,"health",NA,3.9,6,29,63.6,2259
"963",241659,"other","premium",4.9,18,18,45.6,3065
"964",63254,"toys",NA,3.9,6,38,53.2,1191
"965",103931,"health","off_brand",3.5,6,NA,18.6,1013
"966",94858,"other","off_brand",4.1,5,19,59.7,800
"967",136068,"toys","off_brand",4.2,14,NA,77.9,1272
"968",111248,"toys","premium",2.7,18,28,55.8,1900
"969",161606,"health","off_brand",4.2,21,13,NA,1418
"970",42981,"toys","off_brand",3.3,10,14,76.3,895
"971",165378,"toys","off_brand",4.9,11,26,94.9,875
"972",188366,"health","premium",3.7,3,20,56.4,3540
"973",129396,"toys","off_brand",4.4,11,16,62.9,804
"974",85114,"other","off_brand",3.8,6,6,79.4,714
"975",66591,"toys","off_brand",3.8,1,25,74.2,1298
"976",109670,"health","off_brand",4.2,12,20,12,1194
"977",136591,"toys","premium",3.7,22,8,53.4,1635
"978",74048,"toys","off_brand",4.6,2,36,76.7,858
"979",130391,"health","premium",3.5,5,NA,68.3,2766
"980",187472,"toys","premium",3.9,8,13,49.1,3139
"981",26869,"toys","premium",2.7,5,22,30,599
"982",47735,"toys","premium",3.4,8,24,48.8,902
"983",129705,"toys","off_brand",4.3,196,19,77,1402
"984",148032,"health","off_brand",3.9,6,15,47.6,2546
"985",181384,"toys","premium",4,1,6,58.7,3530
"986",103060,"toys","off_brand",3.9,10,29,48.5,1818
"987",236536,"health","off_brand",4.6,10,21,63.5,2745
"988",181999,"health","premium",4.6,207,23,49.3,2655
"989",19777,"toys","premium",3.3,2,16,59.4,847
"990",66691,"other","premium",4.1,2,21,20.3,711
"991",209618,"food","off_brand",4.9,13,5,55.2,935
"992",156529,"toys","off_brand",4.6,7,6,58,1103
"993",115191,"health","off_brand",4.3,3,20,46.2,1237
"994",169928,"toys","premium",4.6,13,21,37.8,1077
"995",173596,"food","off_brand",4,3,23,84.4,2123
"996",80745,"toys","off_brand",4,16,27,42.8,1303
"997",34242,"toys","off_brand",3.7,3,21,70.5,850
